id,city,province,latitude,longitude,seo_description
36143,Piastów,PL14,52.1812559,20.8415937,
36144,Potworów,PL14,51.91619,18.5732,
36145,Ćmielów,PL26,50.8918364,21.5100875,
36146,Małe Gacno,PL04,53.6069121,18.1054257,
36147,Wysokie Mazowieckie,PL20,52.9154988,22.5131199,
36148,Nawojowa,PL12,49.55912,20.74119,
36149,Skulsk,PL30,52.48212,18.33123,
36150,Karniowice,PL12,50.152332,19.7750834,
36151,Kudowa-Zdrój,PL02,50.4420034,16.2416299,
36152,Zalesie,PL06,53.7135958,21.0717776,
36153,Damnica,PL22,54.4999602,17.2716153,
36154,Książ Wielkopolski,PL30,52.0623513,17.2395591,
36155,Niwiska,PL18,51.327268,18.2474981,
36156,Rossosz,PL06,51.8574257,23.1358499,
36157,Chrząstawa Wielka,PL02,51.0954571,17.3021869,
36158,Parchowo,PL22,54.2078818,17.6664876,
36159,Baranów,PL30,52.12305,20.47315,
36160,Koźminek,PL30,51.798301,18.3383583,
36161,Bukowno,PL12,50.2669741,19.4613822,
36162,Pawłowice,PL24,51.8511124,20.6161082,
36163,Rudno,PL28,50.1057246,19.5651145,
36164,Biskupice,PL10,51.1523459,22.946692,
36165,Borkowice,PL14,54.2084149,15.907095,
36166,Zagórów,PL30,52.16899,17.90016,
36167,Izdebnik,PL12,51.8476385,21.5477645,
36168,Węgorzewo,PL28,54.2138162,21.7416569,
36169,Piaski,PL06,51.1378115,22.8475225,
36170,Somonino,PL22,54.2792217,18.2006456,
36171,Ksawerów,PL10,52.1694216,19.0293408,
36172,Stuposiany,PL18,49.1894189,22.6824768,
36173,Szepietowo,PL20,52.8712982,22.5474331,
36174,Żerków,PL30,52.0687117,17.5633599,
36175,Jarocin,PL18,51.9739233,17.5011254,
36176,Lewin Kłodzki,PL02,50.4056284,16.2896257,
36177,Rymanów-Zdrój,PL18,49.54975,21.85129,
36178,Waśniów,PL26,50.8994559,21.2231961,
36179,Miękinia,PL02,51.190964,16.7386851,
36180,Secemin,PL26,50.7683898,19.8370124,
36181,Borowie,PL14,51.9487183,21.7671254,
36182,Skoczów,PL24,49.7999039,18.7877583,
36183,Żarki,PL24,50.6259563,19.3645599,
36184,Imielin,PL24,50.1467621,19.1854676,
36185,Radomyśl Wielki,PL18,50.1963674,21.2761596,
36186,Zator,PL12,49.9963053,19.4376782,
36187,Brenna,PL24,49.7251074,18.9188902,
36188,Skarżysko-Kamienna,PL26,51.1138821,20.857883,
36189,Mszana,PL24,49.4946469,21.6484707,
36190,Szczebrzeszyn,PL06,50.6946972,22.9786754,
36191,Abramów,PL06,52.2544383,21.8002877,
36192,Różańsko,PL32,52.8484571,14.782284,
36193,Stupsk,PL14,53.0222244,20.4381223,
36194,Dzierżoniów,PL02,50.7281896,16.6514455,
36195,Świeszyno,PL32,53.98325,17.06997,
36196,Sompolno,PL30,52.3884355,18.5030075,
36197,Krokowa,PL22,54.776943,18.1637532,
36198,Czchów,PL12,49.8339446,20.6731487,
36199,Różyny,PL22,54.2009435,18.662265,
36200,Kostomłoty,PL06,51.0455523,16.6127673,
36201,Tokarnia,PL12,50.7648231,20.4445747,
36202,Puszcza Mariańska,PL14,51.9788831,20.3494459,
36203,Wojsławice,PL06,50.9195986,23.5474493,
36204,Kozły,PL14,52.7078887,23.2080374,
36205,Gardeja,PL22,53.61101,18.94734,
36206,Chojna,PL32,52.9629793,14.4314113,
36207,Rybno,PL14,52.3972222,18.4672222,
36208,Główczyce,PL22,54.6198022,17.3732889,
36209,Mszana Dolna,PL12,49.6779756,20.0820073,
36210,Debrzno,PL22,53.53861,17.2338685,
36211,Borne Sulinowo,PL32,53.5812939,16.538117,
36212,Fabianki,PL04,53.7546827,19.4698165,
36213,Zwierzyniec,PL06,50.6145878,22.9706317,
36214,Luzino,PL22,54.5618906,18.1047847,
36215,Nowa Sól,PL08,51.8019595,15.7175608,
36216,Halinów,PL14,52.2258575,21.3529522,
36217,Osie,PL04,53.5983538,18.3475463,
36218,Nowe Brzesko,PL12,50.1322823,20.3767203,
36219,Prószków,PL16,50.5786696,17.8699852,
36220,Frysztak,PL18,49.8393809,21.6073264,
36221,Ruciane-Nida,PL28,53.65042,21.55982,
36222,Prabuty,PL22,53.755995,19.2044449,
36223,Barwice,PL32,53.7445649,16.3549399,
36224,Wyszogród,PL14,52.3883717,20.1913084,
36225,Grębocice,PL02,51.598155,16.1675783,
36226,Bobrowniki,PL24,52.7792249,18.9545437,
36227,Biała,PL14,50.3853609,17.6599107,
36228,Kiwity,PL28,54.1007245,20.7736475,
36229,Bogatynia,PL02,50.9077147,14.9539185,
36230,Siemiątkowo,PL14,52.8796055,20.0340273,
36231,Tomaszkowice,PL12,49.9761631,20.0973407,
36232,Kołuda Wielka,PL04,52.7343545,18.1488722,
36233,Kotlin,PL30,51.6869444,18.9158333,
36234,Dzwola,PL06,50.6952887,22.5658462,
36235,Pielgrzymka,PL02,50.9807745,21.9264353,
36236,Fijewo,PL28,53.4930419,19.7688672,
36237,Lesko,PL18,49.4689014,22.3303816,
38694,Wyrzysk,,53.1569822,17.2627004,
36239,Głubczyce,PL16,50.2001072,17.8301977,
36240,Sępopol,PL28,54.2678744,21.0144242,
36241,Opinogóra Górna,PL14,52.9038465,20.7143163,
36242,Strzelin,PL02,50.78092,17.0683947,
36243,Miłosław,PL30,52.2023105,17.4892236,
36245,Łobez,PL32,53.6391189,15.6213487,
36246,Nowe,PL04,53.6462325,18.7290468,
36247,Poniec,PL30,51.7650386,16.8059899,
36248,Tuchomie,PL22,54.1125387,17.3350544,
36249,Jędrzychów,PL02,50.4884435,17.3040059,
36250,Czerwonka Szlachecka,PL14,52.8928138,21.2241522,
36251,Szymanowo,PL28,53.9220839,21.124453,
36252,Brześć Kujawski,PL04,52.6048164,18.9015463,
36253,Rozprza,PL10,51.3017158,19.6447455,
36254,Rydzyna,PL30,51.7863742,16.6673223,
36255,Czerwonak,PL30,52.46696,16.98026,
36256,Ratowice,PL02,51.033105,17.2701644,
36257,Siennica,PL14,52.0915526,21.6193996,
36258,Radłów,PL12,50.0830887,20.8476617,
36259,Ryjewo,PL22,53.8434971,18.9627498,
36260,Kisielice,PL28,53.6076054,19.2593923,
36261,Ustroń,PL24,49.7181505,18.8028338,
36262,Gniewkowo,PL04,52.894429,18.4066817,
36263,Glinojeck,PL14,52.819174,20.2862655,
36264,Kościelisko,PL12,49.2907179,19.8885727,
36265,Miasteczko Śląskie,PL24,50.4915736,18.9230247,
36266,Kobylin-Borzymy,PL20,53.0929388,22.6709486,
36267,Rogów,PL10,51.2039548,20.4387771,
36268,Krajenka,PL30,53.2970851,16.9909514,
36269,Rutka-Tartak,PL20,54.3227012,22.9724159,
36270,Obrowo,PL04,54.05187,17.08846,
36271,Morawica,PL26,50.7478149,20.618127,
36272,Piotrków Kujawski,PL04,52.55057,18.49872,
36273,Przykona,PL30,51.9736633,18.6144029,
36274,Lgota Wielka,PL10,50.3622307,19.8402873,
36275,Świerczów,PL16,51.45306,18.91558,
36276,Słońsk,PL08,52.5649328,14.8053799,
36277,Obrazów,PL26,50.6913572,21.6531943,
36278,Żurawica,PL18,49.8237231,22.7998479,
36279,Grębków,PL14,52.269157,21.9104376,
36280,Potoczek,PL06,51.0063653,21.6984745,
36281,Rząśnia,PL10,51.2217666,19.0423184,
36282,Jabłonna,PL14,52.3766761,20.9177941,
36283,Murowana Goślina,PL30,52.5758465,17.0097914,
36284,Jastarnia,PL22,54.702764,18.6712892,
36285,Klukowo,PL20,52.4472035,22.7781959,
36286,Powiercie,PL30,52.1835642,18.6863881,
36287,Dobrcz,PL04,53.265326,18.1463757,
36288,Serokomla,PL06,51.6993481,22.3335062,
36289,Baranów Sandomierski,PL18,50.4994982,21.5417887,
36290,Komprachcice,PL16,50.6355164,17.8236774,
36291,Pniewy,PL30,52.5089624,16.2566411,
36292,Stężyca,PL22,51.5825969,21.772083,
36293,Przybroda,PL30,52.5207106,16.6584559,
36294,Błonie,PL14,52.1946065,20.6169694,
36295,Chynów,PL14,51.906049,21.0833255,
36296,Łochów,PL14,52.53042,21.68528,
36297,Krośniewice,PL10,52.2560639,19.1689326,
36298,Psary,PL24,50.8691352,17.36217,
36299,Ostrowy,PL10,53.7825055,17.7801926,
36300,Żelechów,PL14,51.8096724,21.895505,
36301,Kiernozia,PL10,52.2687653,19.8710998,
36303,Rzetnia,PL30,51.3510297,17.9270577,
36304,Lelis,PL14,53.1779313,21.5570312,
36305,Dąbrowa Tarnowska,PL12,50.1743495,20.9850707,
36306,Świdwin,PL32,53.774596,15.7767962,
36307,Łopuszno,PL26,50.948616,20.2505964,
36308,Świętoszów,PL02,51.4738661,15.3929332,
36309,Iwkowa,PL12,49.8171879,20.5900198,
36310,Żyrardów,PL14,52.0543308,20.4435009,
36311,Tuchów,PL12,49.895219,21.0538362,
36312,Kozienice,PL14,51.5849678,21.549883,
36313,Olecko,PL28,54.0398024,22.4934246,
36314,Włoszczowa,PL26,50.8520727,19.9667772,
36315,Pułtusk,PL14,52.7051109,21.0840274,
36316,Sztum,PL22,53.9198663,19.0305384,
36317,Barczewo,PL28,53.8297112,20.6911497,
36318,Lututów,PL10,51.3712494,18.4346007,
36319,Polanica-Zdrój,PL02,50.4079276,16.5107431,
36320,Lądek-Zdrój,PL02,50.3458254,16.8725948,
36321,Golub-Dobrzyń,PL04,53.1138924,19.0544501,
36322,Żnin,PL04,52.8469452,17.72395,
36323,Parczew,PL06,51.639,22.9,
36324,Darłowo,PL32,54.42249,16.40933,
36325,Ostrzeszów,PL30,51.4257664,17.9331788,
36326,Lipsko,PL14,51.158513,21.6490099,
36327,Rząska,PL12,50.0962228,19.8433954,
36328,Trzcianka,PL30,53.041755,16.4614788,
36329,Przysucha,PL14,51.3585043,20.6285468,
36330,Szczawno-Zdrój,PL02,50.8008062,16.2515692,
36331,Kalwaria Zebrzydowska,PL12,49.8669482,19.6763089,
36332,Miastko,PL22,54.0001478,16.9774717,
36333,Stary Sącz,PL12,49.5640376,20.6366038,
36334,Szczyrk,PL24,49.7165976,19.0254613,
36335,Drawsko Pomorskie,PL32,53.5310786,15.8134179,
36336,Więcbork,PL04,53.3525453,17.4873925,
36337,Pilchowice,PL24,50.2147849,18.5626191,
36338,Batowice,PL12,50.1114167,20.0166602,
36339,Mosina,PL30,52.2455834,16.8472591,
36340,Wilkowice,PL24,51.8236419,20.1429271,
36341,Szyce,PL12,50.5235148,19.6819417,
36342,Karczmiska Pierwsze,PL06,51.2317774,21.9893352,
36343,Łaziska Górne,PL24,50.1500892,18.8390661,
36344,Wisła,PL24,49.6523647,18.8709256,
36345,Bychawa,PL06,51.0152225,22.534535,
36346,Karczew,PL14,52.0782795,21.2508068,
36347,Serock,PL14,52.5135193,21.0731162,
36348,Korzenna,PL12,49.6832111,20.8418416,
36349,Dziekanów Leśny,PL14,52.3469733,20.8543502,
36350,Dębno,PL32,52.7396681,14.7014522,
36351,Łomianki,PL14,52.3355273,20.895012,
36352,Stawiguda,PL28,53.6584991,20.4011694,
36353,Szemud,PL22,54.4863129,18.2208129,
36354,Ogrodzieniec,PL24,50.4521463,19.5213629,
36355,Rudna,PL02,51.5104319,16.2637078,
36356,Brusy,PL22,53.8861557,17.7190437,
36357,Brzeszcze,PL12,49.9819014,19.1528065,
36359,Dobiegniew,PL08,52.9667749,15.7548055,
36360,Rzepin,PL08,52.34432,14.8382902,
36361,Kożuchów,PL08,51.7454762,15.5944541,
36362,Torzym,PL08,52.3138586,15.0828279,
36363,Kargowa,PL08,52.0719225,15.8648044,
36364,Górzyca,PL08,52.4928154,14.6514668,
36365,Cibórz,PL08,53.256891,19.8683185,
36366,Trzebiechów,PL08,52.0226174,15.7357566,
36367,Przytoczna,PL08,52.5776,15.67994,
36368,Babimost,PL08,52.165312,15.8285175,
36369,Skąpe,PL08,53.2184329,18.6116597,
36370,Lubniewice,PL08,52.5119594,15.2441003,
36371,Zbąszynek,PL08,52.2436262,15.8138946,
36372,Wymiarki,PL08,54.085,21.39,
36373,Szlichtyngowa,PL08,51.7140748,16.2445989,
36374,Kalsk,PL08,54.0738709,19.6040235,
36375,Lipinki Łużyckie,PL08,51.6387408,15.0044436,
36376,Zwierzyn,PL08,53.10515,15.40739,
36377,Bojadła,PL08,51.9529445,15.8095139,
36378,Stare Kurowo,PL08,52.8572,15.67243,
36379,Trzebiel,PL08,51.6350388,14.8183696,
36380,Deszczno,PL08,52.67207,15.3096414,
36381,Nowy Dworek,PL08,52.0181668,20.4380407,
36382,Szczaniec,PL08,52.2692546,15.6855248,
36383,Krzeszyce,PL08,52.5832825,15.010099,
36384,Brzeźnica,PL08,52.7211922,22.8159652,
36385,Kamień Mały,PL08,52.6434826,14.7795481,
36386,Dychów,PL08,51.9852755,15.0610506,
36387,Łęknica,PL08,51.538237,14.7445378,
36388,Pszczew,PL08,52.4792371,15.7783386,
36389,Tursk,PL08,51.5216001,20.9520396,
36390,Niegosławice,PL08,50.523062,20.3151636,
36391,Tuplice,PL08,51.674646,14.8312165,
36392,Małomice,PL08,51.5550002,15.4472908,
36393,Bobrowice,PL08,51.9522474,15.0867621,
36394,Gozdnica,PL08,51.4373182,15.0960336,
36395,Siedlisko,PL08,51.8873302,19.4677026,
36396,Lubrza,PL08,52.3071516,15.4411776,
36397,Rokitno,PL08,52.1877369,20.6488797,
36398,Osiecznica,PL08,51.3274722,15.4201013,
36399,Bledzew,PL08,52.5175796,15.413957,
36400,Nowe Miasteczko,PL08,51.6908103,15.7311977,
36401,Kamień Wielki,PL08,52.6646622,14.7760707,
36402,Rogoziniec,PL08,52.30209,15.78173,
36403,Szczawno,PL08,51.4388599,18.7942608,
36404,Glińsk,PL08,52.3046466,15.5523497,
36405,Henryków,PL08,52.3033704,20.0939381,
36406,Dzietrzychowice,PL08,51.6639412,15.3526694,
36407,Pniewo,PL08,53.1040429,22.2025265,
36408,Jasieniec,PL08,51.6570593,21.2749579,
36409,Wyszanowo,PL08,52.3833333,15.65,
36410,Konotop,PL08,53.4418914,15.827211,
36411,Krasowiec,PL08,52.65279,15.23589,
36412,Kotowice,PL08,51.9761111,19.4394444,
36413,Strzegów,PL08,51.8205376,14.6224605,
36414,Toporów,PL08,50.7217879,21.3288769,
36415,Wiechlice,PL08,51.5690141,15.5942665,
36416,Niegosław,PL08,52.81312,15.87022,
36417,Ołobok,PL08,51.33911,15.28855,
36418,Osowa Sień,PL08,51.8391533,16.3361807,
36419,Staw,PL08,51.7070539,18.3776647,
36420,Borowe,PL08,53.78373,21.22147,
36421,Ulim,PL08,52.6795223,15.2137725,
36422,Jemiołów,PL08,52.3531479,15.2704855,
36423,Mozów,PL08,52.080592,15.5730346,
36424,Strużka,PL08,53.8061111,17.5141667,
36425,Dąbrówka Wielkopolska,PL08,52.2767578,15.8111691,
36426,Trzebów,PL08,51.5515,15.3888,
36427,Kaława,PL08,52.3690038,15.5335176,
36428,Ściechów,PL08,52.8144542,14.9813984,
36429,Sobolew,PL14,51.741893,21.6682644,
36430,Kluczewsko,PL26,50.928116,19.9185618,
36431,Smętowo Graniczne,PL22,53.7480892,18.6865833,
36432,Przytyk,PL14,51.4668994,20.9055732,
36433,Tyszowce,PL06,50.6172008,23.6982172,
36434,Suchy Las,PL30,52.4775865,16.8772192,
36435,Siedlec,PL30,52.11447,19.1397,
36436,Śliwice,PL04,51.1286114,17.21408,
36437,Olszowiec,PL10,52.3275,20.0605556,
36438,Gilowice,PL24,49.711931,19.3089524,
36439,Kamień,PL18,52.2884074,18.0293306,
36440,Brańsk,PL20,52.7454145,22.8328169,
36441,Łapanów,PL12,49.8648601,20.2913672,
36442,Istebna,PL24,49.5748339,18.8935401,
36443,Mszczonów,PL14,51.9740309,20.5126683,
36444,Czarne,PL22,53.68353,16.94221,
36445,Milanówek,PL14,52.1261593,20.6640587,
36446,Zakliczyn,PL12,49.8564352,20.8086652,
36447,Wojnicz,PL12,49.9573496,20.8364048,
36448,Nadarzyn,PL14,52.0947222,20.8075,
36449,Goczałkowice-Zdrój,PL24,49.94372,18.96605,
36450,Słupia Wielka,PL30,52.2179885,17.2184004,
36451,Zawoja,PL12,49.6600228,19.5579106,
36452,Radymno,PL18,49.9517176,22.8183129,
36453,Strzegom,PL02,50.9601066,16.3462134,
36454,Zbuczyn,PL14,52.0897875,22.4345132,
36455,Połczyn-Zdrój,PL32,53.7648981,16.0952705,
36456,Prusice,PL02,51.3707663,16.9626816,
36457,Ziębice,PL02,50.6007752,17.0405633,
36458,Manowo,PL32,54.1259723,16.2991966,
36459,Bodzentyn,PL26,50.9408055,20.9582386,
36460,Syrynia,PL24,50.0235643,18.3352182,
36461,Zagnańsk,PL26,50.9800365,20.6632227,
36462,Wasilków,PL20,53.198684,23.2056777,
36463,Wieliszew,PL14,52.4497362,20.9694128,
36464,Nowa Wieś Ełcka,PL28,53.7709904,22.331123,
36465,Chojnów,PL02,51.2722894,15.9335241,
36466,Żabia Wola,PL14,52.0317125,20.6910675,
36467,Ciechanowiec,PL20,52.6787967,22.4991103,
36468,Zagórz,PL18,49.5098822,22.2632894,
36469,Pelplin,PL22,53.9283217,18.6978494,
36470,Nowa Wieś Wielka,PL04,54.180841,20.5072054,
36471,Złocieniec,PL32,53.5310477,16.0107245,
36472,Sicienko,PL04,53.0131471,14.8755607,
36473,Motycz,PL06,51.2395618,22.3812812,
36474,Tarczyn,PL14,51.9802935,20.8339613,
36475,Rogóźno,PL04,51.981775,19.4490915,
36476,Postomino,PL32,54.49236,16.71372,
36477,Wyrzysk,PL30,53.1569822,17.2627004,
36478,Jaworzyna Śląska,PL02,50.9144217,16.4308642,
36479,Skrzyszów,PL12,49.950991,18.4925549,
36480,Kaliska,PL22,54.3414174,18.2396048,
36481,Łosiów,PL16,50.7905215,17.5663976,
36482,Uniejów,PL10,51.9741302,18.793245,
36483,Gruta,PL04,53.4604143,18.9667958,
36484,Kołaczyce,PL18,49.8076605,21.4340516,
36485,Zblewo,PL22,53.9337255,18.3268463,
36486,Rogoźnik,PL24,49.4442097,19.9425781,
36487,Węgierska Górka,PL24,49.6088205,19.1195861,
36488,Dominów,PL06,51.1702181,22.5942651,
36489,Lidzbark,PL28,53.2628043,19.8231836,
36490,Polanów,PL32,54.11921,16.68725,
36491,Łężyce,PL22,54.530082,18.3742549,
36492,Przodkowo,PL22,54.3791906,18.287826,
36493,Wiązownica,PL18,53.4433333,22.3519445,
36494,Skołyszyn,PL18,49.7521108,21.3352696,
36495,Zakroczym,PL14,52.4333534,20.6116771,
36496,Jastków,PL06,51.3096822,22.4392406,
36497,Dębe Wielkie,PL14,52.1990146,21.4400042,
36498,Rymanów,PL18,49.576131,21.8676433,
36499,Miejsce Piastowe,PL18,49.6335904,21.7883599,
36500,Samborzec,PL26,50.6465101,21.6490546,
36501,Marcinowice,PL02,50.8792444,16.5813714,
36502,Trzebiatów,PL32,54.062627,15.2656577,
36503,Opatówek,PL30,51.7394437,18.2137254,
36504,Radecznica,PL06,50.7500377,22.8307007,
36505,Żołędowo,PL04,53.41507,15.84964,
36506,Jeleśnia,PL24,49.6295063,19.3313366,
36507,Zebrzydowice,PL24,49.8699168,18.6247092,
36508,Wielopole Skrzyńskie,PL18,49.9458007,21.6141608,
36509,Drawno,PL32,53.2189468,15.7580084,
36510,Kępice,PL22,54.2427792,16.8896705,
36511,Dywity,PL28,53.83404,20.47337,
36512,Maniowy,PL12,49.4622808,20.2687022,
36513,Pilzno,PL18,49.978578,21.2908438,
36514,Szubin,PL04,53.0117503,17.7439402,
36515,Gdów,PL12,49.9085036,20.1996034,
36516,Sułkowice,PL12,49.8408265,19.8012137,
36517,Kazimierz Biskupi,PL30,52.3119341,18.1675656,
36518,Tuszyn,PL10,51.60308,19.54454,
36519,Mysłakowice,PL02,50.8365551,15.7871345,
36520,Żórawina,PL02,50.9800904,17.0409458,
36521,Wodzisław,PL26,50.5211403,20.1909163,
36522,Przedbórz,PL10,51.0868077,19.8744414,
36523,Grodków,PL16,50.698157,17.3849804,
36524,Wola Krzysztoporska,PL10,51.3434223,19.5836999,
36525,Kłaj,PL12,49.9925308,20.3154849,
36526,Spała,PL10,51.5401769,20.1362048,
36527,Łeba,PL22,54.7585207,17.555417,
36528,Świerklaniec,PL24,50.4393321,18.9388857,
36529,Łazy,PL24,50.4276105,19.3948494,
36530,Tłuszcz,PL14,52.4301697,21.4355074,
36531,Michałowo,PL20,53.0328933,23.6066858,
36532,Klembów,PL14,52.4063968,21.3315606,
36533,Przecław,PL18,50.1939186,21.4798564,
36534,Wińsko,PL02,51.4704733,16.6144121,
36535,Kłecko,PL30,52.6324247,17.4282911,
36536,Kurzętnik,PL28,53.3987831,19.5762422,
36537,Słupno,PL14,52.3885516,21.1455891,
36538,Borzęcin,PL12,51.7536568,20.630564,
36539,Czosnów,PL14,52.3905947,20.733896,
36540,Orneta,PL28,54.1155533,20.1303378,
36541,Pysznica,PL18,50.5751897,22.1234297,
36542,Tomice,PL12,52.0085079,21.1575134,
36543,Krempna,PL18,49.5103475,21.5031014,
36544,Ozimek,PL16,50.6789196,18.2125227,
36545,Strumień,PL24,49.9171995,18.7634908,
36546,Hel,PL22,54.6066432,18.8027076,
36547,Raciąż,PL14,52.7810586,20.118111,
36548,Kołbaskowo,PL32,53.3359128,14.4375977,
36549,Sianów,PL32,54.228188,16.2942839,
36550,Karlino,PL32,54.0410287,15.8793019,
36551,Magnuszew,PL14,51.7624237,21.3828034,
36552,Cewice,PL22,54.4358217,17.7335632,
36554,Zegrze Południowe,PL14,52.4540351,21.0086275,
36555,Reszel,PL28,54.0482576,21.1421611,
36556,Masłów Pierwszy,PL26,50.90319,20.7280294,
36557,Radwanice,PL02,51.0565901,17.1064617,
36558,Lubicz Dolny,PL04,53.0296074,18.7452936,
36559,Rzekuń,PL14,53.048365,21.6260703,
36560,Krośnice,PL02,51.4760675,17.3595057,
36561,Łukowica,PL12,49.6052384,20.492895,
36562,Skarszewy,PL22,54.0717523,18.4459951,
36563,Somianka,PL14,52.5617673,21.2999723,
36564,Staroźreby,PL14,52.6329268,19.986628,
36565,Wiskitki,PL14,52.0868993,20.3832461,
36566,Kleszczewo,PL30,52.3335219,17.1710116,
36567,Cisna,PL18,49.2131799,22.3283323,
36568,Nowogrodziec,PL02,51.1971363,15.3987046,
36569,Pokój,PL16,50.9017945,17.8369082,
36571,Łobżenica,PL30,53.2602878,17.2548401,
36572,Międzylesie,PL02,50.1480131,16.6669348,
36573,Wierzchosławice,PL12,50.0274989,20.8593482,
38696,Łukowica,,49.6052384,20.492895,
36575,Witaszyczki,PL30,51.95125,17.52849,
36576,Sokołów Małopolski,PL18,50.2311643,22.1189272,
36577,Błażowa,PL18,49.8856022,22.1008013,
36578,Przechlewo,PL22,53.7995842,17.2550402,
36579,Radzionków,PL24,50.4002717,18.9026247,
36580,Kozy,PL24,49.8462862,19.145175,
36581,Sadlinki,PL22,53.6644793,18.8728156,
36582,Kamieńsk,PL10,51.204172,19.4970714,
38697,Czarne,,53.68353,16.94221,
36584,Chełmek,PL12,50.1003348,19.2542585,
38698,Czarny Dunajec,,49.440493,19.8535612,
36586,Lisięcice,PL16,50.2619374,17.8769631,
36587,Działoszyn,PL10,51.1167859,18.8651624,
38699,Dobre,,52.32171,21.67852,
36589,Piecki,PL28,53.7491786,21.3412199,
36590,Dębnica Kaszubska,PL22,54.3761946,17.1613404,
36591,Nowe Skalmierzyce,PL30,51.7109127,17.9943345,
38700,Zagórz,,49.5098822,22.2632894,
36593,Puchaczów,PL06,51.3096213,22.9741647,
36594,Radziechowy,PL24,49.64735,19.14604,
38701,Sanniki,,52.33089,19.86693,
36596,Tryńcza,PL18,50.1590707,22.5524678,
36597,Czudec,PL18,49.9463655,21.8358282,
38702,Morąg,,53.9119982,19.9279895,
36599,Łaskarzew,PL14,51.7889644,21.5921883,
36600,Porąbka,PL24,53.7031,15.97712,
36601,Jabłoń,PL06,53.6122923,21.750852,
36602,Skaryszew,PL14,51.3105682,21.2523856,
36603,Michałowice,PL12,51.2321506,17.2151252,
36604,Radoszyce,PL26,51.0736699,20.2597677,
36605,Komańcza,PL18,49.336141,22.0697551,
36606,Żarów,PL02,50.9438416,16.4923538,
36607,Cmolas,PL18,50.294938,21.7444047,
38703,Złocieniec,,53.5310477,16.0107245,
36608,Bieliny,PL26,54.155633,20.9556691,
36609,Osowiec-Twierdza,PL20,53.4748206,22.6558821,
36610,Niedrzwica Duża,PL06,51.1142462,22.3878472,
36611,Zgłobice,PL12,49.9768982,20.9111433,
36612,Warta,PL10,51.7081927,18.6250791,
36613,Szadek,PL10,51.69175,18.97703,
36614,Bukowina Tatrzańska,PL12,49.3423002,20.1072586,
36615,Niedźwiedź,PL12,53.83889,20.81536,
36616,Leśna,PL02,52.9446177,18.7408401,
36617,Milówka,PL24,49.5576572,19.0877284,
36618,Miejska Górka,PL30,51.6552093,16.9561451,
36619,Mirsk,PL02,50.9721836,15.3857926,
36620,Werbkowice,PL06,50.7509575,23.767431,
36621,Śmigiel,PL30,52.012744,16.5271118,
36622,Suchedniów,PL26,51.0472338,20.8386652,
36623,Sośnicowice,PL24,50.2722844,18.5298588,
36624,Korsze,PL28,54.1706702,21.1441845,
36625,Łojewo,PL04,52.7379305,18.3096661,
36626,Kamieniec,PL24,50.457298,16.549226,
36627,Platerów,PL14,52.3019807,22.8184308,
36628,Miłkowice,PL02,51.83382,18.6648096,
36629,Wipsowo,PL28,53.8963561,20.794808,
36630,Hażlach,PL24,49.8042891,18.6645205,
36631,Siemyśl,PL32,54.0284444,15.5342379,
36632,Przywidz,PL22,54.1968155,18.3236359,
36634,Mieczysławów,PL10,51.3686941,21.6558635,
36635,Zaskoczyn,PL22,54.19302,18.47261,
36636,Łopuszka Mała,PL18,49.9702162,22.4195592,
36637,Wierzbica,PL14,51.2492925,21.0792463,
36638,Czastary,PL10,51.2581108,18.3209415,
36639,Baligród,PL18,49.3367963,22.2866341,
36640,Rzgów,PL30,51.6627785,19.4908887,
36641,Wysokie,PL06,53.85927,22.57654,
36642,Chmielnik,PL26,50.6145952,20.7510406,
36643,Turośń Kościelna,PL20,53.0151715,23.054677,
36644,Bojanowo,PL30,51.7070018,16.7487692,
36645,Stubno,PL18,49.8997007,22.9513418,
36646,Ujście,PL30,53.0531546,16.7324266,
36647,Janów,PL24,50.7065895,22.4110663,
36648,Osiek Mały,PL30,52.2743302,18.6021724,
36649,Stopnica,PL26,50.4382587,20.9385676,
36650,Jeżowe,PL18,50.3738461,22.1277161,
36651,Tyczyn,PL18,49.9637919,22.0336719,
36652,Błędów,PL14,51.7773605,20.6972794,
36653,Paczków,PL16,50.4642876,17.0063856,
36654,Przelewice,PL32,53.1044046,15.0763688,
36655,Moryń,PL32,52.8558027,14.3968046,
36656,Trzeszczany Pierwsze,PL06,50.8184026,23.7337932,
36657,Tarłów,PL26,51.0010956,21.715178,
36658,Sieraków,PL30,52.6513857,16.0808137,
36659,Czerwin,PL14,52.9495,21.7581,
36660,Gorzów Śląski,PL16,51.0281551,18.4222682,
36661,Ruda Sułowska,PL02,51.5118661,17.1124056,
36662,Krośnica,PL12,49.4476702,20.3392248,
36663,Słubice,PL14,52.3557481,14.5662367,
36664,Lubowidz,PL14,53.1216748,19.8407986,
36665,Grubno,PL04,53.33304,18.47403,
36666,Wierzchowice,PL02,51.4822387,17.3327429,
36667,Wygiełzów,PL12,51.45305,19.10677,
36668,Sienno,PL14,51.08498,21.4734506,
36669,Sulików,PL02,51.0769746,15.0649842,
36670,Wierzbica,PL06,51.2492925,21.0792463,
36671,Człopa,PL32,53.0884595,16.1201069,
36672,Bogacica,PL16,50.9679707,18.1360435,
36673,Grabów,PL10,52.12736,19.00855,
36674,Nowy Staw,PL22,54.1342754,19.0086861,
